vendor_id,year,ds,yhat,yhat_lower,yhat_upper
V004,2015,2015-01-01,111.06609402911829,107.31715870355431,114.52075260796025
V004,2016,2016-01-01,113.7493921407678,110.32561690433825,117.35826595529268
V004,2017,2017-01-01,114.56018019032751,111.09560763597837,117.82697426559167
V004,2018,2018-01-01,112.13926388532875,108.70448110520225,115.7341059129174
V004,2019,2019-01-01,112.91519576765621,109.27833884915293,116.49204789484594
V004,2020,2020-01-01,124.27616537315633,120.76036466680911,127.73242662996576
V004,2021,2021-01-01,123.21919661789093,119.77998365786961,126.62810246773094
V004,2022,2022-01-01,124.97124188557733,121.17020836399927,128.30755709270267
V004,2023,2023-01-01,119.59657201071903,116.11717865977499,123.02375326867686
V004,2024,2024-01-01,128.94115351729636,125.39715985811003,132.4264109927031
V004,2024,2024-12-31,130.85209281350296,127.46920568525711,134.38348890232322
V004,2025,2025-12-31,132.76303210970954,129.04071761387937,136.52257803462587
V004,2026,2026-12-31,134.67397140591618,131.33367979246805,137.9276535504177
V004,2027,2027-12-31,136.58491070212276,133.31699498371378,140.35093166210743
V004,2028,2028-12-31,138.50108544845594,135.09101797182194,142.1275036850321
V005,2005,2005-01-01,96.2914793420536,93.29690323897216,99.36017370906988
V005,2006,2006-01-01,100.91758306710388,97.9673487465103,104.02460651904339
V005,2007,2007-01-01,102.8303075020023,99.90255539450608,106.1605661868502
V005,2008,2008-01-01,103.13240549417898,100.02761842384925,106.30747808336561
V005,2009,2009-01-01,104.31359832283265,101.0344999213126,107.39891879625306
V005,2010,2010-01-01,106.09248006574424,103.0985374003344,109.16332773838738
V005,2011,2011-01-01,108.6513305580072,105.45717981374592,111.80770360879455
V005,2012,2012-01-01,108.8782467473164,105.87347023746369,111.92714689067442
V005,2013,2013-01-01,111.22491148108338,108.20008018708731,114.10859034087865
V005,2014,2014-01-01,111.9776286681157,108.94362806692948,115.1337584380912
V005,2015,2015-01-01,114.66926285012129,111.46128193533112,117.74567632234158
V005,2016,2016-01-01,119.73787334607576,116.41511679872517,122.92925580254769
V005,2017,2017-01-01,121.57618676271184,118.39468629585379,124.63491710435112
V005,2018,2018-01-01,118.55114342172944,115.23072795326776,121.7227252130341
V005,2019,2019-01-01,119.4035118160183,116.57912258991367,122.69328611670053
V005,2020,2020-01-01,122.84100025365731,119.61309421602041,126.02486546728927
V005,2021,2021-01-01,123.18652010830024,119.86299258232559,126.31695521250403
V005,2022,2022-01-01,127.54814291661316,124.51802415822891,130.4944749153305
V005,2023,2023-01-01,121.834051976746,118.78500357363052,125.05198239534099
V005,2024,2024-01-01,125.62153696016078,122.6626171334568,128.62559815113494
V005,2024,2024-12-31,127.07427019677081,123.9879855445941,130.14850489967512
V005,2025,2025-12-31,128.52700343338083,125.31224467481977,131.5852049649308
V005,2026,2026-12-31,129.97973666999087,126.980518859116,133.01660100770374
V005,2027,2027-12-31,131.4324699066009,128.4157195296837,134.44964862359348
V005,2028,2028-12-31,132.8891832342701,129.84297980026548,135.926432249513
V006,2005,2005-01-01,92.39538045977564,88.67605317096991,96.33914781396055
V006,2006,2006-01-01,94.86522452485883,90.70241404377835,98.85007503662422
V006,2007,2007-01-01,98.16567487663191,93.67219200508079,102.3829803686847
V006,2008,2008-01-01,95.63294619985857,91.91751911656934,99.71702099862206
V006,2009,2009-01-01,93.33352266967337,89.48954641345894,97.45535051382893
V006,2010,2010-01-01,100.40904933401832,96.53277135648804,104.13938448944963
V006,2011,2011-01-01,98.3884559806113,94.637152469562,102.26511428859996
V006,2012,2012-01-01,105.90977332005879,101.89752714390762,109.9133765098232
V006,2013,2013-01-01,104.53400505644792,100.9117900641978,108.54578709120524
V006,2014,2014-01-01,105.76740194083578,101.743416536181,109.6106120000539
V006,2015,2015-01-01,111.0592616086437,107.11185884099356,114.95134210094267
V006,2016,2016-01-01,113.82684666893482,109.86547626837338,117.66882651602246
V006,2017,2017-01-01,115.74883864849555,111.59508289104484,119.76473481165128
V006,2018,2018-01-01,105.7160859812398,101.91792671525437,110.04995947373872
V006,2019,2019-01-01,113.60135374091433,109.39268262250958,117.63750926760939
V006,2020,2020-01-01,118.74763143045534,114.94202985164556,122.7235192215277
V006,2021,2021-01-01,120.3871881783297,116.38645540687766,124.76254331359044
V006,2022,2022-01-01,123.22526093482276,119.14993046317608,127.2746138451172
V006,2023,2023-01-01,120.32986134542064,116.53210146290792,124.40906954855093
V006,2024,2024-01-01,123.90114902901932,120.00611014127118,127.86287743823127
V006,2024,2024-12-31,125.58375162495416,121.79642949212494,129.5151657719243
V006,2025,2025-12-31,127.26635422088901,123.28725432182411,131.33664414032893
V006,2026,2026-12-31,128.94895681682385,124.89780926641876,132.7689458327401
V006,2027,2027-12-31,130.63155941275872,126.58391035856057,134.20358730132943
V006,2028,2028-12-31,132.31877187881943,128.44247185786662,136.3803663695761
V007,2005,2005-01-01,95.4797681248421,92.96735110901393,98.05251487204055
V007,2006,2006-01-01,103.90555930600016,101.62357975654332,106.30675982504512
V007,2007,2007-01-01,101.90268578854901,99.45857721572538,104.41451987359652
V007,2008,2008-01-01,98.2435105468554,95.75686539362661,100.80531162050555
V007,2009,2009-01-01,96.27164400376283,93.70905498439056,98.70539244356563
V007,2010,2010-01-01,107.9621699519978,105.26230980170538,110.67472396694932
V007,2011,2011-01-01,108.42152959674878,105.61484076408891,110.8588284666552
V007,2012,2012-01-01,109.82110330448974,107.36529266833409,112.5431709980231
V007,2013,2013-01-01,101.4640557217747,98.96243436329875,104.09068540297731
V007,2014,2014-01-01,112.79495748668803,110.23593859774743,115.40712634093637
V007,2015,2015-01-01,109.28596276898979,106.84842015557693,111.91316177959507
V007,2016,2016-01-01,111.00227845242435,108.70160720796709,113.61465822115298
V007,2017,2017-01-01,111.11671792787858,108.62048248338385,113.63473728362361
V007,2018,2018-01-01,115.82401734730567,113.25028793578325,118.35038907012873
V007,2019,2019-01-01,116.58285915238741,114.10451326697587,118.87809656491476
V007,2020,2020-01-01,127.08971127416746,124.6032406076294,129.71460174267054
V007,2021,2021-01-01,117.06112791037764,114.68755021302489,119.73294728048683
V007,2022,2022-01-01,120.0957912678314,117.50305902097003,122.53076934086283
V007,2023,2023-01-01,121.09966374803112,118.63708296934858,123.64779839825694
V007,2024,2024-01-01,122.15117801297306,119.67678139254294,124.55659989025756
V007,2024,2024-12-31,123.05511568790813,120.5699542188155,125.59583736387772
V007,2025,2025-12-31,123.95905336284319,121.39749581846164,126.41574770753947
V007,2026,2026-12-31,124.86299103777826,122.25777549420614,127.45545015739124
V007,2027,2027-12-31,125.76692871271332,123.19204707377837,128.08478103246512
V007,2028,2028-12-31,126.67334292922357,123.95803059610087,129.17708340145208
V008,2005,2005-01-01,108.62548227892395,105.74520510874284,111.46264166932492
V008,2006,2006-01-01,117.8147885543058,114.93574828738136,120.55904208805336
V008,2007,2007-01-01,118.53899691243122,115.73259776258962,121.28310342022577
V008,2008,2008-01-01,116.36019682667633,113.4011757085902,119.25062777988012
V008,2009,2009-01-01,116.75134730815046,113.72940023947886,119.6469090670148
V008,2010,2010-01-01,126.8485836070846,123.92542886906554,129.83594509388007
V008,2011,2011-01-01,122.6276840010057,119.6487202573677,125.44221898939969
V008,2012,2012-01-01,128.25921842728113,125.26368910782924,131.1731667216125
V008,2013,2013-01-01,128.04264749460856,125.26769293187915,130.95823999484992
V008,2014,2014-01-01,128.05821098060215,125.02559757467888,130.9683465201858
V008,2015,2015-01-01,132.4917824101592,129.64732399729598,135.44025944300947
V008,2016,2016-01-01,131.63734333282764,128.82619412927525,134.64906979317658
V008,2017,2017-01-01,136.27054442467184,133.34400898871462,139.0532988749264
V008,2018,2018-01-01,135.32847096831995,132.2091314064333,138.44327280432927
V008,2019,2019-01-01,137.06119989205192,134.0782631329479,139.85488337938096
V008,2020,2020-01-01,144.96054679393328,142.07018210084195,147.93607060765592
V008,2021,2021-01-01,144.29045463198548,141.49662898267965,147.20900753018626
V008,2022,2022-01-01,144.5527661328353,141.52470690062435,147.28273349860584
V008,2023,2023-01-01,140.64383247037523,137.85812092942683,143.50493388696782
V008,2024,2024-01-01,148.5162677456664,145.6319577992873,151.36664260327186
V008,2024,2024-12-31,150.22257685269088,147.25570047878838,153.14871455473536
V008,2025,2025-12-31,151.92888595971533,149.06532869356028,154.79525855178585
V008,2026,2026-12-31,153.63519506673984,150.68427185387736,156.39417809447426
V008,2027,2027-12-31,155.3415041737643,152.33800927960868,158.265543484754
V008,2028,2028-12-31,157.05248810026006,154.36070106026645,159.95324378439847
V009,2005,2005-01-01,105.43905438574086,102.79624164367368,107.82581364830585
V009,2006,2006-01-01,112.58142299982055,109.84721947852037,115.12154455768614
V009,2007,2007-01-01,113.06643471148918,110.37435487348544,115.61296207998501
V009,2008,2008-01-01,114.650156872314,111.91216558876009,117.17851077888903
V009,2009,2009-01-01,111.74456393394117,109.02837564840765,114.43872366127407
V009,2010,2010-01-01,115.02411833922295,112.35191569115173,117.73984580523964
V009,2011,2011-01-01,118.35554569060186,115.73984837541526,121.01743461046344
V009,2012,2012-01-01,121.10568791877891,118.61750296074837,123.75548774101266
V009,2013,2013-01-01,123.0096456531667,120.45086834220729,125.6610478353158
V009,2014,2014-01-01,126.39834661279932,123.70465930517081,128.98702912829802
V009,2015,2015-01-01,127.91519469405551,125.54779566786516,130.43014999697527
V009,2016,2016-01-01,125.6227456867085,123.11332198264063,128.1076119677349
V009,2017,2017-01-01,128.66456011488347,126.18553681146338,131.1711789612579
V009,2018,2018-01-01,128.96586378270445,126.48747043914281,131.64968828499528
V009,2019,2019-01-01,133.6138303794185,131.06606503244043,136.0654006879964
V009,2020,2020-01-01,139.59896599055,136.89398406834295,142.08299935146337
V009,2021,2021-01-01,142.91650566243823,140.41440574514345,145.36312230212985
V009,2022,2022-01-01,143.7230593977384,141.21818246832473,146.27993521099603
V009,2023,2023-01-01,141.4249476564379,138.943640068248,144.09417886007427
V009,2024,2024-01-01,141.94000752898967,139.29561696783009,144.6142203393117
V009,2024,2024-12-31,144.03725494584938,141.35602779504285,146.61988701146365
V009,2025,2025-12-31,146.1345023627091,143.542450818516,148.549401619648
V009,2026,2026-12-31,148.23174977956882,145.77691956660522,150.9928245789111
V009,2027,2027-12-31,150.32899719642853,147.85432165334458,152.9119338998407
V009,2028,2028-12-31,152.4319904966221,150.13784425988388,155.07080967260876
V010,2005,2005-01-01,105.64826977465214,101.78721884273942,109.23414617649158
V010,2006,2006-01-01,112.03794967326593,108.4898623068677,115.6942671676031
V010,2007,2007-01-01,105.52463893962404,102.20290182981422,109.09219980227091
V010,2008,2008-01-01,108.13261317394392,104.59837176856048,111.7134658417055
V010,2009,2009-01-01,110.32266970653077,106.65573911793625,114.10720690895486
V010,2010,2010-01-01,111.80938336772702,108.34445179101168,115.40541368146502
V010,2011,2011-01-01,117.93904062024973,114.24230294492733,121.4748879703264
V010,2012,2012-01-01,121.2276350488574,117.64228318968193,124.6932364583161
V010,2013,2013-01-01,116.67945890732148,112.98581907897047,120.43769393107678
V010,2014,2014-01-01,121.51815457319498,117.98565291759172,125.005859017628
V010,2015,2015-01-01,126.6894355506024,123.17897988025967,130.2159878856814
V010,2016,2016-01-01,126.87957359375507,123.55798817377422,130.48897115395604
V010,2017,2017-01-01,126.9959533438405,123.41958409207103,130.64198638856266
V010,2018,2018-01-01,129.69346052900542,126.20938967317093,133.54036945243612
V010,2019,2019-01-01,127.32577474018719,123.89863669599536,130.96471357893748
V010,2020,2020-01-01,139.43298230227953,135.8513518774177,142.98220062681412
V010,2021,2021-01-01,139.25418896872748,135.79189083808336,142.5444531171834
V010,2022,2022-01-01,140.2369887779915,136.58731435242996,143.6089336394951
V010,2023,2023-01-01,137.9068520683438,134.14127540216376,141.72528661667047
V010,2024,2024-01-01,137.81861082123459,134.21070788739593,141.47945921341827
V010,2024,2024-12-31,140.3632275962982,136.7775757664867,143.8844704303253
V010,2025,2025-12-31,142.90784437136182,139.34330166163508,146.30367432981777
V010,2026,2026-12-31,145.4524611464254,141.7518762391401,148.95386125126953
V010,2027,2027-12-31,147.99707792148902,144.39120523354995,151.5832575242301
V010,2028,2028-12-31,150.54866624936102,146.95298541103728,154.31419621794242
V011,2005,2005-01-01,91.47621969424802,87.80313057236714,94.97008209464332
V011,2006,2006-01-01,94.38638167688497,90.39849056256456,98.04604360984484
V011,2007,2007-01-01,97.38372703923717,93.51784645099085,101.37727573259689
V011,2008,2008-01-01,95.99511816053067,92.19748862489406,99.87309401120974
V011,2009,2009-01-01,97.04912660979572,93.1847172327441,100.97244688990678
V011,2010,2010-01-01,99.31149391442545,95.51738157450872,102.98705156666415
V011,2011,2011-01-01,99.57062995204053,95.65363299150386,103.30778110463497
V011,2012,2012-01-01,102.45000249371512,98.63783263450708,106.43054080029317
V011,2013,2013-01-01,105.30447377817254,101.14766807568353,108.90966459301055
V011,2014,2014-01-01,106.53144756093808,102.86393768774978,110.28464904731003
V011,2015,2015-01-01,114.58593501074905,110.69655034135384,118.3700248965176
V011,2016,2016-01-01,116.19766561818776,112.09066719000955,119.86830187794028
V011,2017,2017-01-01,108.30969312607512,104.37425408467168,112.29299805760046
V011,2018,2018-01-01,114.73203464462796,111.1013434944978,118.71257583030355
V011,2019,2019-01-01,117.62755198787968,113.82916666307726,121.21983975660797
V011,2020,2020-01-01,116.74337568891961,112.61476521854324,120.61873596656686
V011,2021,2021-01-01,125.3875189065272,121.72344023964982,129.47363449841012
V011,2022,2022-01-01,120.10336711481187,116.032061456946,123.87212316261397
V011,2023,2023-01-01,119.03442954408625,114.77842571930665,122.98264939105472
V011,2024,2024-01-01,123.60568426791544,119.64234011315394,128.0009326376041
V011,2024,2024-12-31,125.37220047735788,121.67140124280367,129.20870822256128
V011,2025,2025-12-31,127.13871668680032,123.18058147321808,131.00547046297044
V011,2026,2026-12-31,128.90523289624278,124.98860568863076,132.70436740905487
V011,2027,2027-12-31,130.67174910568522,126.7258602936656,134.57489713133825
V011,2028,2028-12-31,132.4431050855645,128.5485127002844,136.67390234868216
V012,2005,2005-01-01,108.32769958445405,105.44811441891117,111.3673377007168
V012,2006,2006-01-01,110.19802899941106,107.1454302873936,113.22585908821286
V012,2007,2007-01-01,112.57893259356798,109.5229968339062,115.64387209186917
V012,2008,2008-01-01,114.27015496699542,111.31050578701709,117.43150197391644
V012,2009,2009-01-01,116.24131952077835,112.80698789288734,119.34581415931405
V012,2010,2010-01-01,115.1264159061901,111.80572284989282,118.37796141832455
V012,2011,2011-01-01,119.26542208306337,116.12116340378988,122.316990407753
V012,2012,2012-01-01,122.10962174707848,119.08831255327819,125.2366235180553
V012,2013,2013-01-01,122.61052391017284,119.498430461512,125.5418757747599
V012,2014,2014-01-01,124.73277190182658,121.68038746437995,127.8368831172475
V012,2015,2015-01-01,124.49711951577996,121.30414830564297,127.54617123001296
V012,2016,2016-01-01,125.5158112346023,122.16074821823076,128.39973308272434
V012,2017,2017-01-01,128.02946330787515,124.93749486300496,131.17361031267686
V012,2018,2018-01-01,128.55648145319228,125.4770260576161,131.70093105183673
V012,2019,2019-01-01,131.9981275031725,128.99789213752973,135.14305554917252
V012,2020,2020-01-01,134.6921674223386,131.83881758846306,137.90310732642467
V012,2021,2021-01-01,135.91438285039624,132.81044726191115,138.87030372418945
V012,2022,2022-01-01,138.68913846326305,135.79043607975197,141.7884789336059
V012,2023,2023-01-01,138.7274420414562,135.56016559763088,141.87837592778095
V012,2024,2024-01-01,139.32618743516935,136.26758501126315,142.72829284250835
V012,2024,2024-12-31,140.9042539342618,137.71145257014948,143.9981509670084
V012,2025,2025-12-31,142.48232043335423,139.42588113455454,145.83121249379607
V012,2026,2026-12-31,144.0603869324467,140.9906880397601,147.1372486413049
V012,2027,2027-12-31,145.63845343153915,142.35801680764683,148.72403687930895
V012,2028,2028-12-31,147.2208434004921,144.13800763674712,150.28552917887987
V013,2005,2005-01-01,116.45006231711304,112.92238549702766,120.00620207998821
V013,2006,2006-01-01,118.86042119970428,115.39337808539516,122.84861307494694
V013,2007,2007-01-01,118.15666720309449,114.44261968819933,121.5536576947803
V013,2008,2008-01-01,120.50263943807651,116.71453334343417,124.27921700449086
V013,2009,2009-01-01,119.88298552592667,116.08929182983704,123.52710685719454
V013,2010,2010-01-01,124.83025299218042,121.16922240313993,128.24028292725362
V013,2011,2011-01-01,130.63725223063702,127.01548410801114,134.390946828721
V013,2012,2012-01-01,124.54151198753858,120.85469283906822,128.07127537209365
V013,2013,2013-01-01,133.70298009840246,130.11510173755366,137.46451662627877
V013,2014,2014-01-01,130.38491589325733,126.69602394896953,134.09129778302383
V013,2015,2015-01-01,134.60740793025295,130.79199365314855,138.3288909334229
V013,2016,2016-01-01,141.82366349579613,138.17549041418246,145.58443246249465
V013,2017,2017-01-01,136.83987592817306,133.34501384392271,140.4952892836099
V013,2018,2018-01-01,135.68497553671884,132.1066453989981,139.2394172157518
V013,2019,2019-01-01,143.0335144380607,139.30167618867316,146.48601397033704
V013,2020,2020-01-01,142.81267976110405,139.21138870910076,146.43614628164465
V013,2021,2021-01-01,146.19146909721812,142.84753190618866,149.79666756909702
V013,2022,2022-01-01,149.41443435605134,145.75162528228088,153.15135315794356
V013,2023,2023-01-01,146.77759448100326,143.01638319197707,150.538977194813
V013,2024,2024-01-01,149.9133777949758,146.16246591371214,153.6788365972688
V013,2024,2024-12-31,151.81815507913046,147.9991664762222,155.67285767942104
V013,2025,2025-12-31,153.72293236328517,149.9878479369031,157.2741037806191
V013,2026,2026-12-31,155.62770964743981,152.11208063561065,159.34922827245674
V013,2027,2027-12-31,157.5324869315945,153.7960068994718,161.09967964208195
V013,2028,2028-12-31,159.44248278365092,155.81490046863652,163.26386622449567
V014,2005,2005-01-01,96.60789190840919,92.23081874361135,100.88033857052865
V014,2006,2006-01-01,101.48427340294823,97.63099617104126,105.55204734786656
V014,2007,2007-01-01,104.22064952889656,100.20816128054807,108.33426702825679
V014,2008,2008-01-01,100.77617660470021,96.78248922547787,104.87287033552288
V014,2009,2009-01-01,101.2105088407834,97.10633765765076,105.20428689116382
V014,2010,2010-01-01,106.19971470502395,102.1975987192845,110.11877077077412
V014,2011,2011-01-01,109.46802065017211,105.16024213917183,113.7321158798296
V014,2012,2012-01-01,113.1844168450525,109.26304863657538,117.22617609797193
V014,2013,2013-01-01,112.76706041477725,108.4272154623077,116.82091933337715
V014,2014,2014-01-01,114.30970872896957,110.17720198199524,118.27195558615627
V014,2015,2015-01-01,113.71489962758427,109.4776697235816,117.59114262881609
V014,2016,2016-01-01,115.49204733138794,111.09158452652343,119.15214962289495
V014,2017,2017-01-01,114.5283453043856,110.27473371165827,118.49456346867596
V014,2018,2018-01-01,116.55364775431391,112.7985720730329,120.51963938543199
V014,2019,2019-01-01,117.88846806907314,113.80726903893205,121.81086468882931
V014,2020,2020-01-01,118.37656945130936,114.48666515469665,122.35175522026567
V014,2021,2021-01-01,126.80451473543302,122.91819952196876,130.8498562025493
V014,2022,2022-01-01,124.42393843392108,120.55464606595113,129.02870695623454
V014,2023,2023-01-01,125.94516535972915,122.12232294594362,129.93590979390382
V014,2024,2024-01-01,128.18914975741123,124.29596918384594,132.23884454507314
V014,2024,2024-12-31,129.77039018589178,125.81255622930536,133.6805866015021
V014,2025,2025-12-31,131.3516306143723,127.37947014374294,135.61311858805135
V014,2026,2026-12-31,132.93287104285287,128.4331689978311,136.93322998208484
V014,2027,2027-12-31,134.51411147133342,130.6782897510613,138.35839540639986
V014,2028,2028-12-31,136.09968406537143,132.01229628034622,140.30172332484372
V015,2005,2005-01-01,97.52900700075799,94.25474011738565,100.73460290469433
V015,2006,2006-01-01,99.87548686394508,96.7932058604393,103.16046107035037
V015,2007,2007-01-01,99.93986551656981,96.65809932291364,103.23661536194123
V015,2008,2008-01-01,100.31390539311548,97.27860159559573,103.53602280765404
V015,2009,2009-01-01,102.70611350743087,99.53349476253481,106.08007594364324
V015,2010,2010-01-01,103.49151661910427,100.24731610780641,106.62314446824395
V015,2011,2011-01-01,105.78210181162547,102.5615303742981,109.00132536873606
V015,2012,2012-01-01,110.29690731862316,107.24198742993903,113.22702528133799
V015,2013,2013-01-01,110.33461162360429,107.39311982241877,113.53649894105574
V015,2014,2014-01-01,110.75419930358636,107.22966882364298,113.90152838284163
V015,2015,2015-01-01,113.27228320822493,110.00402188500539,116.54435411504132
V015,2016,2016-01-01,113.68661021716159,110.70702442505663,116.78719636832965
V015,2017,2017-01-01,116.75800749324762,113.65763540674884,119.79862473081874
V015,2018,2018-01-01,119.86896708671176,116.39527487047813,122.98264658521597
V015,2019,2019-01-01,120.62095550391736,117.58332282181493,123.886311525178
V015,2020,2020-01-01,124.69404265143339,121.29788677886374,127.84261224526148
V015,2021,2021-01-01,124.28333180243871,121.22942572545357,127.37406843775007
V015,2022,2022-01-01,123.52079374382653,120.40371634126166,126.54219863850177
V015,2023,2023-01-01,124.8812358547678,121.58116516602462,127.95358673383868
V015,2024,2024-01-01,128.68827808969334,125.43800347373012,131.96637357884515
V015,2024,2024-12-31,130.42554256466627,127.17164474762697,133.70907702544577
V015,2025,2025-12-31,132.1628070396392,128.8357086528118,135.31710338346022
V015,2026,2026-12-31,133.90007151461216,130.58510418751973,137.168984362557
V015,2027,2027-12-31,135.6373359895851,132.5732215353599,138.77494547822346
V015,2028,2028-12-31,137.3793600932566,134.1524358874634,140.53040477252588
V016,2005,2005-01-01,103.40235640362754,99.82447423754111,107.11011512053412
V016,2006,2006-01-01,104.32049704022361,100.65774476893547,107.97394947963586
